label,entity_norm,count
PERSON,zaba,1
PERSON,zack,1
PERSON,zagat,1
PERSON,zapata,1
PERSON,zara’s,1
PERSON,zaza,1
PERSON,zing zang,1
PERSON,zipps,1
PERSON,zu eng.,1
PERSON,zu laut,1
PERSON,zuke don - marinated,1
PERSON,zum abkassieren,1
PERSON,zum beispiel,1
PERSON,zum drau\u00dfen,1
PERSON,zutaten geschmacklos,1
PERSON,zwei tage,1
PRODUCT,manhatta,8
PRODUCT,classic,3
PRODUCT,ca,2
PRODUCT,cole,2
PRODUCT,frühstück,2
PRODUCT,401k,1
PRODUCT,blue 32,1
PRODUCT,breakfast.\n\nmy,1
PRODUCT,camry,1
PRODUCT,cannolo,1
PRODUCT,cantina,1
PRODUCT,cares,1
PRODUCT,chefs!our,1
PRODUCT,cherry coke,1
PRODUCT,chili,1
PRODUCT,chimichanga,1
PRODUCT,citipass,1
PRODUCT,cream,1
PRODUCT,damn,1
PRODUCT,das ist,1
PRODUCT,diet coke,1
PRODUCT,disappointed.\n       - $,1
PRODUCT,enchiladas,1
PRODUCT,family,1
PRODUCT,hatte,1
PRODUCT,hochzeitstag,1
PRODUCT,http://www.yelp.com/biz_photos/82ygtjc5kkikniqbz33qzw?select=ionsnp5eadvdbyh5lc0okg).\n       - $,1
PRODUCT,i-10,1
PRODUCT,j\u00e4gersauce,1
PRODUCT,jetta,1
PRODUCT,kalamata,1
PRODUCT,l\u00e4den,1
PRODUCT,lifetime,1
PRODUCT,lol.\n\nwhen,1
PRODUCT,lone star,1
PRODUCT,marquee,1
PRODUCT,me.\n\nalso,1
PRODUCT,nachos\,1
PRODUCT,plentiful,1
PRODUCT,red curry,1
PRODUCT,restaurant,1
PRODUCT,rezension,1
PRODUCT,sa\u00df,1
PRODUCT,shrimp,1
PRODUCT,smiths,1
PRODUCT,spring rolls,1
PRODUCT,tangiers,1
PRODUCT,taste.\n\n\n\nwe,1
PRODUCT,the armadillo grill,1
PRODUCT,the beef bourguignon,1
PRODUCT,the red curry with chicken,1
PRODUCT,though.\n       - $,1
PRODUCT,tix,1
PRODUCT,viva mercado's,1
TIME,last night,18
TIME,evening,17
TIME,night,17
TIME,15 minutes,14
TIME,tonight,14
TIME,20 minutes,11
TIME,an hour,10
TIME,hours,10
TIME,afternoon,9
TIME,saturday night,9
TIME,about 5 minutes,7
TIME,the night,7
TIME,10 minutes,6
TIME,30 minutes,6
TIME,morning,6
TIME,2 hours,5
TIME,5 minutes,5
TIME,hour,5
TIME,late night,5
TIME,one night,5
TIME,the morning,5
TIME,4 pm,4
TIME,45 minutes,4
TIME,about 10 minutes,4
TIME,all night,4
TIME,overnight,4
TIME,sunday night,4
TIME,the next morning,4
TIME,1 hour,3
TIME,10:30,3
TIME,6 pm,3
TIME,a date night,3
TIME,a minute,3
TIME,about 25 minutes,3
TIME,minutes,3
TIME,nights,3
TIME,one morning,3
TIME,this morning,3
TIME,10 hours,2
TIME,11am,2
TIME,2 minutes,2
TIME,20 minutes later,2
TIME,24 hours,2
TIME,25 minutes,2
TIME,3 pm,2
TIME,3pm,2
TIME,40 minutes,2
TIME,5am,2
TIME,9pm,2
TIME,a few hours,2
TIME,a few minutes,2
TIME,a few minutes later,2
TIME,a few seconds,2
TIME,about 15 minutes,2
TIME,about 2 hours,2
TIME,about 20 minutes,2
TIME,an hour and a half,2
TIME,another hour,2
TIME,around 10:30,2
TIME,each morning,2
TIME,friday night,2
TIME,hourly,2
TIME,many hours,2
TIME,noon,2
TIME,one evening,2
TIME,one minute,2
TIME,over 5 minutes,2
TIME,ten minutes,2
TIME,that night,2
TIME,the other night,2
TIME,there.\n\ni,2
TIME,wednesday night,2
TIME,10 everyday\,1
TIME,10 minute,1
TIME,10 minutes later,1
TIME,10 pm,1
TIME,10-15 minute,1
TIME,10am,1
TIME,11 pm,1
TIME,11:15.,1
TIME,11:21,1
TIME,11pm,1
TIME,15 minute,1
TIME,2 and half hours,1
TIME,2 hour,1
TIME,2 hours and 20 minutes,1
TIME,2 hours later,1
TIME,2 pm,1
TIME,2+ hour,1
TIME,2.5 hours,1
TIME,20 minute,1
TIME,20-40 minute,1
TIME,24 hour,1
TIME,24-hour,1
TIME,25 minute,1
TIME,2:30 pm,1
TIME,2pm,1
TIME,3 extra minutes,1
TIME,3 hour,1
TIME,3 hours,1
TIME,3 minutes,1
TIME,3 or 4 hours,1
TIME,3-4 am,1
TIME,3-4 hours,1
TIME,30 hours,1
TIME,30 minute,1
TIME,30 minutes later,1
TIME,31 minutes,1
TIME,35 minutes,1
TIME,3:00 pm,1
TIME,3am,1
TIME,3pm weekdays,1
TIME,45 minute,1
TIME,45+ minutes,1
TIME,48 hours,1
TIME,4:00,1
TIME,4:30,1
TIME,4:45 pm,1
TIME,4am,1
TIME,5 hours,1
TIME,5 minute,1
TIME,5 pm,1
TIME,50 minutes,1
TIME,5:30 am,1
TIME,5:30 pm.\n- room,1
TIME,5pm now,1
TIME,6 a.m.,1
TIME,6 hour,1
TIME,6 in the morning,1
TIME,6:30,1
TIME,6pm,1
TIME,7:15,1
TIME,7:30 pm,1
TIME,7am,1
TIME,7pm,1
TIME,8 am-8 pm,1
TIME,8 or 9pm,1
TIME,8-10 am,1
TIME,8:30,1
TIME,8:45,1
TIME,8:45am,1
TIME,8pm,1
TIME,9 pm,1
TIME,9:15,1
TIME,9:15 this morning,1
TIME,9:30,1
TIME,9:45,1
TIME,9am in the morning,1
TIME,9pm and,1
TIME,"\""""20 minute",1
TIME,"\""""your hours",1
TIME,\n\nlast night,1
TIME,a couple hours,1
TIME,a couple of hours,1
TIME,a couple of nights,1
TIME,a few more minutes,1
TIME,a fourth night,1
TIME,a full 10 minutes,1
TIME,a full evening,1
TIME,a good 30 minutes,1
TIME,a good few minutes,1
TIME,a good hour,1
TIME,a long night,1
TIME,a lovely afternoon,1
TIME,a night,1
TIME,about 11:30,1
TIME,about 1:00 pm,1
TIME,about 2 minutes,1
TIME,about 3 hours,1
TIME,about 30 minutes,1
TIME,about 50 minutes,1
TIME,about 60 seconds,1
TIME,about 9:30,1
TIME,about an hour,1
TIME,about an hour and a half,1
TIME,about an hour and half,1
TIME,about happy hour,1
TIME,about seven minutes,1
TIME,about ten minutes later,1
TIME,almost 3 hours,1
TIME,almost 30 minutes,1
TIME,almost an hour,1
TIME,an additional 10 minutes,1
TIME,an additional 40 minutes,1
TIME,an extra night,1
TIME,an off night,1
TIME,and hour,1
TIME,another 15 minutes,1
TIME,another 20 minutes,1
TIME,another 5 minutes,1
TIME,another hour later,1
TIME,another ten minutes,1
TIME,around 12 am,1
TIME,around thirty minutes,1
TIME,at least 10 minutes,1
TIME,at least 35 minutes,1
TIME,at least half hour,1
TIME,close to an hour,1
TIME,date night/happy hour,1
TIME,daytime,1
TIME,december night,1
TIME,dusk,1
TIME,earlier today,1
TIME,early on a weeknight,1
TIME,every 1/2 hour,1
TIME,every 15 minutes,1
TIME,every 5 minutes,1
TIME,every 5 seconds,1
TIME,every few minutes,1
TIME,every few seconds,1
TIME,every fifteen minutes,1
TIME,every night,1
TIME,five minutes,1
TIME,five to seven minutes,1
TIME,four night,1
TIME,from.\n\ntwo hours,1
TIME,green hour,1
TIME,half an hour,1
TIME,hours there.\n\ni,1
TIME,i am three hours,1
TIME,just a few hours,1
TIME,just a few minutes,1
TIME,last-minute,1
TIME,later in the evening,1
TIME,less than 10 minutes,1
TIME,less than 2 hours,1
TIME,less than 30 minutes,1
TIME,less than 5 minutes,1
TIME,less than a minute,1
TIME,less than ten minutes later,1
TIME,lunch hour,1
TIME,mere minutes,1
TIME,more happy hours,1
TIME,more than 30 minutes,1
TIME,more than 5 minutes,1
TIME,more than an hour,1
TIME,more than an hour and a half,1
TIME,mornings,1
TIME,nine in the morning,1
TIME,nine this saturday,1
TIME,one hour,1
TIME,over 1/2 hour,1
TIME,over 20 minutes,1
TIME,over 3 hours,1
TIME,over 30 minutes,1
TIME,roughly 6:45,1
TIME,seconds 6 seconds,1
TIME,seven minutes,1
TIME,seven more minutes,1
TIME,that evening,1
TIME,the 45 minutes,1
TIME,the afternoon,1
TIME,the entire evening,1
TIME,the extra 5 minutes,1
TIME,the first hour,1
TIME,the last two hours,1
TIME,the late hours,1
TIME,the next 12 hours,1
TIME,the next night,1
TIME,the previous 30 minute,1
TIME,the strange hours,1
TIME,thirty minutes later,1
TIME,this afternoon,1
TIME,this night,1
TIME,those hours,1
TIME,three hours,1
TIME,three night,1
TIME,three pm,1
TIME,to one hour,1
TIME,tuesday night,1
TIME,two hour,1
